title,artist,difficulty,youtube_url,workshop_url,download_url,tile_count,creator,tags
Merry Christmas,Dafikun,0.1,https://youtu.be/Gs6uwjJT5dI,https://steamcommunity.com/sharedfiles/filedetails/?id=2693069930,https://drive.google.com/file/d/1Tq7kHH7DG4CqRjj7Xv6LDSo4_HeMCv37/view?usp=sharing,66,Irin,"TRIPLET, SLOW, SHORT"
Attention,Xtrullor,0.1,https://www.youtube.com/watch?v=aOOXs8Wx4ww,https://steamcommunity.com/sharedfiles/filedetails/?id=2747181534,https://drive.google.com/file/d/1qfVHwO1FTLle0AyRiPCpaWkForn6vVJ_/view?usp=sharing,214,Logite,"EPILEPSY_WARNING, SWING, SLOW"
"Ready [""0.06min introduction"" Short Ver.]",meganeko,0.1,https://youtu.be/PBW-ECiIHL4,https://steamcommunity.com/sharedfiles/filedetails/?id=2669986238,https://cdn.discordapp.com/attachments/675256851121831937/915590037314371624/Ready_Effect.zip,56,Purple0702,"PSEUDO, TRIPLET, SHORT"
W,IEFNVBZ,0.1,https://youtu.be/u1ajsEClNGM, ,https://drive.google.com/file/d/1EO-I7ci3YSZyXB7VQwXpQA70GCk9yKJl/view?usp=sharing,109,그냥유저,PSEUDO_P2
한번 막누르기 방지,똘복,0.1,https://youtu.be/u3gSsH5oF5I, ,https://drive.google.com/file/d/1bJ10Cw_W2D0n4mHSfedBzOY6f7cEJF91/view,48,느티나무,
Fairy Discolored,sqwv+,0.1,https://youtu.be/FFHxnmP0Y3I,https://steamcommunity.com/sharedfiles/filedetails/?id=2783472245,https://drive.google.com/file/d/1RoCTlm6uFccmvBXQf2nMopOyXYGbOyme/view?usp=sharing,6,Hello_,"NO_SPEED_CHANGES, NO_TWIRLS, SLOW"
zozzobob,voICE,0.1,https://youtu.be/6vhCGXM0_cQ, ,https://drive.google.com/file/d/1zTfATyXygRhVPLXQkhaeyWk0E49dFgaV/view?usp=sharing,500,voICE,PSEUDO
Simple Ringtone,Cinamoro,0.1,https://youtu.be/YNfjxMN_VF8, ,https://drive.google.com/file/d/1v2yF6xDQQCd-Pr9Tc2nLorWaOitY15NE/view?usp=sharing,45,미타마,"PSEUDO, SHORT"
Simple Ringtone,Cinamoro,0.1,https://youtu.be/ggT6KjzaNd4, ,https://drive.google.com/file/d/1T0_3y1-owYIm3cZpwSiaJBv-rFLFI5ff/view?usp=sharing,20,NuT,"NO_SPEED_CHANGES, NO_TWIRLS, SLOW, SHORT"
Just One,Names!,0.1,https://youtu.be/YELWUGAOJOo, ,https://drive.google.com/file/d/1w8MrbGR21zvfnx4SiTLq0b9H990Yf6q8/view?usp=drivesdk,1,Names!,"NO_SPEED_CHANGES, NO_TWIRLS, SLOW"
100O,Frums,0.1,https://www.youtube.com/watch?v=utL7fwZR4wM, ,https://drive.google.com/file/d/1qPCvTh3pJlYqbVgd9pTmIDQ2zwshtMlH/view?usp=sharing,1058,oceanic shipping and trade,"PSEUDO, GALLOP, TRIPLET, POLYRHYTHM, FUNKY_BEAT"
(^^),Yamajet,0.1,https://youtu.be/bUZWkFo902k,https://steamcommunity.com/sharedfiles/filedetails/?id=2187415711,https://drive.google.com/file/d/1WdHlbZBeP8q7EhCf4Q7viBZvXyCkDyoG/view?usp=sharing,11,PowerFactory,"NO_SPEED_CHANGES, NO_TWIRLS, SLOW, SHORT"
Merry Christmas,Dafikun(다피쿤),0.1,https://youtu.be/xT_NvFQHOOo,https://steamcommunity.com/sharedfiles/filedetails/?id=2693199745,https://drive.google.com/file/d/1VeM116YTOZHKeK8enV0ZSMSHxWz3adIm/view?usp=sharing,119,Ma6icCu8e,"PSEUDO, TRIPLET, SUDDEN_ACCELERATION, SHORT"
하농 35초 압축,정한,0.1,https://youtu.be/YbdsmM3Tk6A,https://steamcommunity.com/sharedfiles/filedetails/?id=2513569381,https://drive.google.com/file/d/1_7c4CyXrTK9uIofVKDGZQ5eAssTujryE/view?usp=sharing,518,NfK,"PSEUDO, GALLOP, SHORT"
らくがき,*レイナヒトミ(reinahitomi),0.1,https://youtu.be/983gYh5FM9k, ,https://cdn.discordapp.com/attachments/475190952731082765/942332046624301156/rakugaki.zip,92,Nephrolepis,"GIMMICK, SLOW"
Song,NekoP,0.1,https://youtu.be/qyrDRCbYRnw, ,https://drive.google.com/file/d/1D5qd13pUF7m91Ct677jjQqqrW8ZOqdaQ/view?usp=sharing,25,길냥,"NO_SPEED_CHANGES, SLOW, SHORT"
다니엘의 노래,MAMU,0.1,https://youtu.be/JFUbbtfCIrM, ,https://drive.google.com/file/d/1_Hs-TDY4A4TR8DedNMLNYJjjE0gxXjQ-/view?usp=sharing,248,Hex125,"TRESILLO, SHORT"
クリスマス 祝福 失敗 (Christmas blessing failure),黒魔(Chroma),0.1,https://youtu.be/dkWsc2j_3wI, ,https://cdn.discordapp.com/attachments/759739161200295946/791312749551550494/Christmas_blessing_failure.zip,79,ED24,"PSEUDO, GALLOP, TRIPLET, SWING, SHORT"
236BPM Insanity,Fluxoid,0.1,https://youtu.be/oPy4wAsOFeM, ,https://drive.google.com/file/d/12Vx_3K4FhtAJhS0F5ixzyivU4WXIBbNZ/view?usp=drivesdk,571,길냥,PSEUDO_P2
TestSong,Rabot,0.1,https://youtu.be/o4Sg07lTl-c, ,https://drive.google.com/file/d/1mKBGJdwXZOMjSnEjYAzM7ytabLX05yvj/view?usp=sharing,57,미타마,PSEUDO
Holy Poly,U,0.1,https://www.youtube.com/watch?v=UNsqof8oj1w, ,https://cdn.discordapp.com/attachments/782160977700847626/793516433334206464/Holy_Poly.zip,148,지네고,"POLYRHYTHM, SHORT"
Lullaby,XiZnYng,0.1,https://youtu.be/yex87YPubEI, ,https://cdn.discordapp.com/attachments/674252951124181012/804378287345369138/d0be5ab36ed269f7.zip,74,XiZnYng,"NO_SPEED_CHANGES, NO_TWIRLS, SLOW, SHORT"
CACACACACACACA,voICE,0.1,https://youtu.be/SNj4o5F0YoM, ,https://drive.google.com/file/d/1WCuq_IBEeqt7zlCwbgsdxXQvAgAaTot7/view?usp=sharing,991,voICE,
プロローグ,ああああ,0.1,https://www.youtube.com/watch?v=p2FtdRCM8YU,https://steamcommunity.com/sharedfiles/filedetails/?id=2851961941,https://drive.google.com/file/d/1lBJJyMMMsuYKigVgovitDV65iEBRY2DW/view,210,"damru_, 북극여우",SWING
Courage (Hard),skysky,0.1,https://youtu.be/gHAXjKjlu6Q, ,https://cdn.discordapp.com/attachments/698114298328776735/755704305859821568/Courage_Hard.zip,271,파곰,"TRIPLET, SWING, SHORT"
Ready,meganeko,0.1,https://youtu.be/owabwHuS9UE, ,https://drive.google.com/file/d/1vCMhbA4zeSSuPyVsgAb3s_rCiCbyVG3i/view?usp=sharing,258,"Parku, Σιριυς","MAGIC_SHAPE, TRIPLET, TRESILLO, SHORT"
Nick.Na.Me,Nickname,0.1,https://youtu.be/LS8YrDS10OE,https://steamcommunity.com/sharedfiles/filedetails/?id=2751943902,https://cdn.discordapp.com/attachments/895941538276847677/942254850689871954/d0015b3ea9b0685d.zip,436,"Nickname, 알파","PSEUDO, GALLOP, EPILEPSY_WARNING, TRIPLET"
Kung-gu Empire,Zris,0.1,https://youtu.be/GdqU2U3qB10, ,https://cdn.discordapp.com/attachments/669931765133213706/794949414077726780/Zris_-_Kung-gu_Empire.zip,168,XiZnYng,"TRIPLET, FUNKY_BEAT, SHORT"
Unexpected Adventure,Cansol,0.1,https://youtu.be/fOn8J9Xrh08, ,https://cdn.discordapp.com/attachments/675256851121831937/752131104013680691/Unexpected_Adventure.zip,465,바퀴,"PSEUDO, TRIPLET, SHORT"
it takes two,prodzpod,0.1,https://youtu.be/ZuH4Sap1EKc, ,https://cdn.discordapp.com/attachments/515678914316861451/902072280186773504/two.zip,3,prodzpod,"PSEUDO, SLOW, SHORT"
Song,NekoP,0.1,https://youtu.be/HMSvwOSjZbI, ,https://drive.google.com/file/d/17Dh_NE-Y2cun6rptiA9-BAmDwzxw05Qk/view?usp=sharing,25,미타마,"NO_SPEED_CHANGES, SLOW, SHORT"
1358,voICE,0.1,https://youtu.be/BUWZXUjk66s, ,https://drive.google.com/file/d/1ydtRZWY52_G8uA5ko9Vq6uiN-XMxj5cH/view?usp=sharing,99,voICE,"GALLOP, NO_TWIRLS, FUNKY_BEAT"
k.k. poor showing,Frums,0.1,https://www.youtube.com/watch?v=LAhfaLasMuo, ,https://drive.google.com/file/d/1Zn-9d7hxawdcEURdLuP-vbu8nYtydy-G/view?usp=sharing,571,oceanic shipping and trade,"PSEUDO_P2, GALLOP"
Silly fun (Normal),Kevin MacLeod,0.1,https://youtu.be/vqHuCRuLwg0, ,https://www.mediafire.com/file/yha6l9baewurzp4/silly_fun_%2528Normal%2529.zip/file,8,ELSUN,"NO_SPEED_CHANGES, EPILEPSY_WARNING, SLOW, SHORT"
double double,Star4th,0.1,https://youtu.be/OxoQeP8UCXQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2537697192,https://drive.google.com/file/d/1EBJL9io51PQQ7QCJWIyTZeQMi08daGln/view?usp=sharing,77,Star4th,"TRIPLET, FUNKY_BEAT, SLOW, SHORT"
Last Minute of Party,Plum,0.1,https://youtu.be/ZgP8Yvntcvw,https://steamcommunity.com/sharedfiles/filedetails/?id=2750556041,https://cdn.discordapp.com/attachments/934102447872421948/941855542538821682/Last_Minute_of_Party.zip,215,"KooKeom, Effeter Satangsusu",SLOW
wip1,Abel,0.1,https://youtu.be/257Rvm9DvbU, ,https://drive.google.com/file/d/14KBfZCUhIKdZs88p0GNu5Y9IBAZufInQ/view?usp=sharing,491,"미타마, Names!","PSEUDO, MAGIC_SHAPE, EPILEPSY_WARNING"
some rests,Cinamoro,0.1,https://www.youtube.com/shorts/jMaIIjIWv0M, ,https://cdn.discordapp.com/attachments/895921895080349698/964044751764598784/artifact_-_some_rests.zip,40,Nickname,"NO_SPEED_CHANGES, TRIPLET, SWING, SLOW"
_,지네고,0.1,https://www.youtube.com/watch?v=_KaCGszW2Z0, ,https://cdn.discordapp.com/attachments/782160977700847626/792801868769263656/3001c09ea8eea413.zip,14,지네고,SLOW
永山のセミムンベースドラム,Crawk,0.1,https://youtu.be/FZfKTafVh0g,https://steamcommunity.com/sharedfiles/filedetails/?id=2747329063,https://cdn.discordapp.com/attachments/940971580421459980/940972229733277726/Crawk_-_.zip,339,초강,"PSEUDO, GALLOP, EPILEPSY_WARNING, TRIPLET"
官恩俊霸 何殴秦,Zris,0.1,https://youtu.be/f4pE7BgelRY,https://steamcommunity.com/sharedfiles/filedetails/?id=2728637405,https://cdn.discordapp.com/attachments/949938943162458125/952782145229824130/a622dd8778473521.zip,173,Lycklig,"NO_TWIRLS, EPILEPSY_WARNING, SLOW"
poincursor,Frums,0.1,https://www.youtube.com/watch?v=2Pf4lXAF3K4, ,https://drive.google.com/file/d/1YTXFJXY9UqIyZkMoqzYeCWZ48nsrnHyI/view?usp=sharing,976,oceanic shipping and trade,"PSEUDO_P2, TRIPLET, POLYRHYTHM, FUNKY_BEAT"
WANWAN SONG,黒魔(Chroma),0.1,https://youtu.be/Jlp9H3dgikk, ,https://drive.google.com/file/d/1jEN5G7_5nFHizHthCuIKkovXR8zleCUQ/view?usp=sharing,123,길냥,"FUNKY_BEAT, SLOW, SHORT"
The Ice Giants,Kevin MacLeod,0.1,https://youtu.be/LIhO5DrKORA, ,https://cdn.discordapp.com/attachments/698114298328776735/757485446015090750/the_ice_giants.zip,91,파곰,"TRIPLET, SLOW, SHORT"
zozzozoz,voICE,0.1,https://youtu.be/evPYMysEn68, ,https://drive.google.com/file/d/1GO41zRcPatOZsmXB8Z1hVpguS5Boy96g/view?usp=sharing,79,voICE,
JERUS SUT,voICE,0.1,https://youtu.be/5Ri6XNjQeKM, ,https://drive.google.com/file/d/1FSLSKx6kuUt_Z3XORZGuhZN21kWNHaLB/view?usp=sharing,110,voICE,
236BPM Sanity,Fluxoid,0.1,https://youtu.be/5UGserme4SY, ,https://drive.google.com/file/d/1Fs6VEnmXUncgRifyAFLimf2YaretN1kD/view?usp=sharing,171,길냥,"NO_SPEED_CHANGES, SLOW, SHORT"
some rests.,Cinamoro,0.1,https://youtu.be/n9jmoz0xGyI, ,https://cdn.discordapp.com/attachments/777940514552152089/993550741245542440/Artifact_-_Some_Rests.zip,65,GamingGoose239,"SWING, SLOW"
Last Minute of Party,Plum,0.1,https://www.youtube.com/watch?v=xC9PcBPI5Q8,https://steamcommunity.com/sharedfiles/filedetails/?id=2493805007&searchtext=Plum+-+Last+Minute+of+Party,https://cdn.discordapp.com/attachments/675256851121831937/845402445823344691/Last_Minute_of_Party.zip,541,ㄷㅁㄹ,"PSEUDO, SHORT"
Merry Christmas,Dafikun(다피쿤),0.1,https://youtu.be/0nrJslS-UcQ, ,https://cdn.discordapp.com/attachments/879715205175726120/936809929656926278/Dafikun_-_Merry_Christmas.zip,50,pinball,"TRIPLET, SHORT"
PolyStar,Mitama,0.1,https://youtu.be/gVHXb6sTW_s, ,https://drive.google.com/file/d/1LRd1TMhPEtxkdl9tulDUDs52Pp29Io8V/view?usp=sharing,149,미타마,"PSEUDO, TRIPLET, POLYRHYTHM, SHORT"
プロローグ,ああああ,0.1,https://www.youtube.com/watch?v=p2FtdRCM8YU,https://steamcommunity.com/sharedfiles/filedetails/?id=2851961941,https://drive.google.com/file/d/1lBJJyMMMsuYKigVgovitDV65iEBRY2DW/view,210,"damru_, 북극여우",SWING
Nintendo-Switch,Frums,0.1,https://www.youtube.com/watch?v=fnZDXx0fFKw,https://steamcommunity.com/sharedfiles/filedetails/?id=2840317755,https://cdn.discordapp.com/attachments/956255688588410932/1001119626207432864/nintendo_switch.zip,818,Matsum,"PSEUDO_P2, GALLOP, EPILEPSY_WARNING, TRIPLET"
Last Minute of Party,Plum,0.1, https://youtu.be/DTArTXe7Jcs,https://steamcommunity.com/sharedfiles/filedetails/?id=2778276519,https://cdn.discordapp.com/attachments/941355284457213962/980413548301791252/LMPfixed.zip,466,플점,
官恩俊霸 何殴秦,Zris,0.1,https://youtu.be/f4pE7BgelRY,https://steamcommunity.com/sharedfiles/filedetails/?id=2728637405,https://cdn.discordapp.com/attachments/949938943162458125/952782145229824130/a622dd8778473521.zip,173,Lycklig,"NO_TWIRLS, EPILEPSY_WARNING, SLOW"
Merry Christmas,Dafikun,0.1,https://youtu.be/Gs6uwjJT5dI,https://steamcommunity.com/sharedfiles/filedetails/?id=2693069930,https://drive.google.com/file/d/1Tq7kHH7DG4CqRjj7Xv6LDSo4_HeMCv37/view?usp=sharing,66,Irin,"TRIPLET, SLOW, SHORT"
クリスマス 祝福 失敗 (Christmas blessing failure),黒魔(Chroma),0.1,https://youtu.be/yfG1aHG4HoA, ,https://cdn.discordapp.com/attachments/756124615104921752/794921991923564574/Christmas_blessing_failure.zip,88,바퀴,"PSEUDO, GALLOP, TRIPLET, SWING, SHORT"
Silly fun (Normal),Kevin MacLeod,0.1,https://youtu.be/vqHuCRuLwg0, ,https://www.mediafire.com/file/yha6l9baewurzp4/silly_fun_%2528Normal%2529.zip/file,8,ELSUN,"NO_SPEED_CHANGES, EPILEPSY_WARNING, SLOW, SHORT"
Last Minute of Party,Plum,0.1,https://youtu.be/ZgP8Yvntcvw,https://steamcommunity.com/sharedfiles/filedetails/?id=2750556041,https://cdn.discordapp.com/attachments/934102447872421948/941855542538821682/Last_Minute_of_Party.zip,215,"KooKeom, Effeter Satangsusu",SLOW
HEWWO :3,The Quick Brown Fox,0.1,https://youtu.be/mhmlkhDo7bM,https://steamcommunity.com/sharedfiles/filedetails/?id=2752179951,https://drive.google.com/file/d/1xll1HouSLkPmKZA7oNwNJ5MNdTCJw3_g/view,8,c0rruptedhusky,
永山のセミムンベースドラム,Crawk,0.1,https://youtu.be/FZfKTafVh0g,https://steamcommunity.com/sharedfiles/filedetails/?id=2747329063,https://cdn.discordapp.com/attachments/940971580421459980/940972229733277726/Crawk_-_.zip,339,초강,"PSEUDO, GALLOP, EPILEPSY_WARNING, TRIPLET"
Merry Christmas,Dafikun(다피쿤),0.1,https://youtu.be/xT_NvFQHOOo,https://steamcommunity.com/sharedfiles/filedetails/?id=2693199745,https://drive.google.com/file/d/1VeM116YTOZHKeK8enV0ZSMSHxWz3adIm/view?usp=sharing,119,Ma6icCu8e,"PSEUDO, TRIPLET, SUDDEN_ACCELERATION, SHORT"
Courage (Hard),skysky,0.1,https://youtu.be/gHAXjKjlu6Q, ,https://cdn.discordapp.com/attachments/698114298328776735/755704305859821568/Courage_Hard.zip,271,파곰,"TRIPLET, SWING, SHORT"
다니엘의 노래,MAMU,0.1,https://youtu.be/JFUbbtfCIrM, ,https://drive.google.com/file/d/1_Hs-TDY4A4TR8DedNMLNYJjjE0gxXjQ-/view?usp=sharing,248,Hex125,"TRESILLO, SHORT"
달빛의 호수,Tido Kang,1,https://youtu.be/vwkCZUPJAdU, ,https://drive.google.com/drive/folders/1XycMtbXQRDxt04L5a3-_oLkpheFBuIbg?usp=sharing,177,NfK,
Good Night,Plum,1,https://www.youtube.com/watch?v=CUMFl78r5y4,https://steamcommunity.com/sharedfiles/filedetails/?id=2516575462,https://cdn.discordapp.com/attachments/707895438006681624/853991422831230986/Good_Night.zip,345,Parku,SLOW
국민체조,대한체육회,1,https://youtu.be/MvCM9QNTFCM, ,https://drive.google.com/uc?export=download&id=1YCdFsZyRICcdsft9zYKQ0nK4FcpXpOqD,192,Star4th,"NO_TWIRLS, FUNKY_BEAT, SLOW"
One forgotten night,Quree,1,https://youtu.be/kQkMS8xxrYc, ,https://drive.google.com/file/d/1VUddvTwIfhZ0H6q4xnc_cLTBGoTPR19M/view?usp=sharing,171,Star4th,SLOW
Stroll,Cansol,1,https://youtu.be/v4GHHNy2ozk?t=40,https://steamcommunity.com/sharedfiles/filedetails/?id=2837376934,https://cdn.discordapp.com/attachments/998899848457768991/998936332992774224/1._Stroll_Final.zip,102,"Nickname, Ocbim","SWING, SLOW"
2021,Riya,1,https://youtu.be/DL8dLQzOpRU,https://steamcommunity.com/sharedfiles/filedetails/?id=2600913308&searchtext=Riya-2021,https://drive.google.com/file/d/1t9Nx7GM_MBhYIUhiWV8AqAdRdtgiCKfR/view?usp=sharing,133,주황,"NO_SPEED_CHANGES, NO_TWIRLS, EPILEPSY_WARNING, SLOW"
Nobody else.(Short Ver.),oSeann,1,https://youtu.be/UQjrIIhjEFY?si=2T1J074ZzvP-_Obs,https://steamcommunity.com/sharedfiles/filedetails/?id=3020464695,,108,COMMON,
Dream Culture,Kevin MacLeod,1,https://youtu.be/6quIRetescM,https://steamcommunity.com/sharedfiles/filedetails/?id=2585445015,https://drive.google.com/file/d/1nh5PANntAbL7s2MtZz4vxIaa-z-nq18K/view?usp=sharing,99,FluffyYoshi,"NO_SPEED_CHANGES, NO_TWIRLS, TRESILLO, SLOW"
Sakura,Riya,1,https://youtu.be/iNdx99WRW7w?si=zVpLmPWZ7REjRRuC,https://steamcommunity.com/sharedfiles/filedetails/?id=2998920682,,120,COMMON,
Starry Crystal,Nickname,1,https://youtu.be/HeXX1QFrfX4,https://steamcommunity.com/sharedfiles/filedetails/?id=2714897945,https://cdn.discordapp.com/attachments/895941538276847677/930084241675546665/Nickname_-_Starry_Crystal_.zip,103,Nickname,"NO_TWIRLS, SWING, SPEED_CHANGES, SLOW"
Gymnopedie No. 1,Erik Satie,1,https://youtu.be/fpLPMB7l0Xs, ,https://drive.google.com/file/d/1Rki7FU9q3qfL5hdO5zvSnZ99dCswbQra/view?usp=sharing,187,-K,SLOW
Gymnopedie No. 3,Erik Satie,1,https://youtu.be/APNtzxJwxdk, ,https://drive.google.com/file/d/1LbayYCeckLv2br9BGXIXJyuKdBmkC_-I/view?usp=sharing,142,-K,SLOW
Gymnopedie No. 2,Erik Satie,1,https://youtu.be/2948VD96bPM, ,https://drive.google.com/file/d/1w80xtlSVy8W8u8aqjR3_gXRHj25EDKWr/view?usp=sharing,147,-K,SLOW
Arcadia,Kevin MacLeod,1,https://youtu.be/WfuiXmNMclw, ,https://cdn.discordapp.com/attachments/694943403586224248/754707893932261376/Kevin_Macleod_-_Arcadia.zip,66,XiZnYng,"FUNKY_BEAT, SLOW"
gymnopédie no. 1,Frums,1,https://youtu.be/1yjv8xh-QBA, ,https://cdn.discordapp.com/attachments/819873392030646317/982358216912539658/gymnopedie_no._1.zip,190,"지네고, 오이","SLOW, DLC"
All the times,Fizzd,1,https://youtu.be/dJ6_ilxbuAA, ,https://cdn.discordapp.com/attachments/754948781396590662/817667794195185704/All_the_times.zip,118,heezy,"GIMMICK, NO_TWIRLS, EPILEPSY_WARNING, SLOW"
Alice in WONDERLAND,HezyKim,2,https://youtu.be/5pVSAJKihm8, ,https://drive.google.com/file/d/1WxP4sSZEMyTYcG4e_gHuePFGufZalQVX/view?usp=sharing,199,seeker,SLOW
Lullaby for only you,oSeann,2,https://youtu.be/tH7OV3JLjug, ,https://drive.google.com/file/d/1js8DZp3pWunz5VCA3l3GKwt1UcdwB11f/view?usp=sharing,230,seeker,SLOW
cable tie (exclusive demo 2020.october),linear ring,2,https://www.youtube.com/watch?v=14Qr88_YL5Q,https://steamcommunity.com/sharedfiles/filedetails/?id=2659684012&searchtext=cable+tie,https://drive.google.com/file/d/17wIvVToRqdNmLZQrIz4K67gNKoS6z6q7/view?usp=sharing,167,c0n5ole_u5eR,"NO_TWIRLS, TRESILLO, SLOW"
Super Battleworn Insomniac,Fizzd,2,https://youtu.be/Y2rcnfJ30dM,https://steamcommunity.com/sharedfiles/filedetails/?id=2608430646,https://cdn.discordapp.com/attachments/1048161032809500723/1048161139252547594/1._Super_Oriental_Insomniac.zip,66,sansw,"NO_TWIRLS, EPILEPSY_WARNING, SLOW"
Hydra,F-777,2,https://youtu.be/IbRM1kmlBHU, ,https://drive.google.com/file/d/1BkLEwK3PE0FMcmYcZ2RjzKDCUv9wcDPR/view?usp=sharing,391,seeker (Orignal by XiZnYng),"TRESILLO, SLOW"
Fluffing a Duck,Kevin MacLeod,2,https://youtu.be/UzW07Q9XrOI, ,https://cdn.discordapp.com/attachments/675256851121831937/769911051604197376/Fluffing_a_Duck.zip,186,-K,SLOW
hrt,linear ring,2,https://youtu.be/0xJ8NqN3D9k, ,https://drive.google.com/file/d/1cwuaBZFi-6sAk39sPTihbYuvlS9fFdVh/view?usp=sharing,133,길냥,"EPILEPSY_WARNING, TRIPLET, SWING, SLOW"
cable tie (exclusive demo 2020.october),linear ring,2,https://youtu.be/jbzkEYgd1Hg,https://steamcommunity.com/sharedfiles/filedetails/?id=2658282056,https://cdn.discordapp.com/attachments/895941538276847677/911079168526151740/Nickname_linear_ring-cable_tie_Final.zip,173,Nickname,"NO_TWIRLS, SLOW"
Closing Frame (grad mix),takehirotei,2,https://youtu.be/0kCrhHw2ZwU,https://steamcommunity.com/sharedfiles/filedetails/?id=2821627224,https://cdn.discordapp.com/attachments/919942419045298216/1051082086901088266/takehirotei_-_closing_frame_grad_mix.zip,286,"야채, FluffyYoshi","SPEED_CHANGES, SLOW"
Hope,"HEAVYgiant, Cinamoro",2,https://youtu.be/GJkl_CVq4jA, ,https://drive.google.com/file/d/1YKRxY_xSlEj5cRC8tRCHSriiwBInRg7O/view?usp=sharing,252,길냥,"TRIPLET, SWING, SLOW"
Sakura,Riya,2,https://youtu.be/66q-Ipnv-f4, ,https://drive.google.com/file/d/1R-YIIV56Vb61tSPZb_UaYAjrD1zH8ooq/view?usp=sharing,234,Astral Overseer,"NO_TWIRLS, SLOW"
test,MGG Music,2,https://youtu.be/YJCHXsddPAM,https://steamcommunity.com/sharedfiles/filedetails/?id=2495312243,https://cdn.discordapp.com/attachments/675256851121831937/845903459747627038/test.zip,78,heezy,SLOW
The Last Page,ARForest,2,https://www.youtube.com/watch?v=Vuc7X6MPF3I, ,https://cdn.discordapp.com/attachments/675256851121831937/750953198520500304/ARforest_the_last_page.zip,209,Lemon1415,"TRIPLET, SLOW"
Triple Cross,HyuN,2,https://youtu.be/QvyLvV4MlaE, ,https://drive.google.com/file/d/1WSELHPBVU36dCHUzw7QBugidTG6rjwME/view?usp=sharing,310,seeker,"TRESILLO, SLOW"
Life,ARForest,2,https://youtu.be/ZHdeCMshOF4, ,https://cdn.discordapp.com/attachments/694943403586224248/749957077157412895/ARforest_-_Life.zip,254,XiZnYng,"TRESILLO, SLOW"
Sneaky Snitch,Kevin MacLeod,2,https://youtu.be/wNBCgL_ZTys,https://steamcommunity.com/sharedfiles/filedetails/?id=2580125473,https://drive.google.com/file/d/1XhvOvSg7G3wX4m1xkWEYMx7mVKpMVhiR/view?usp=sharing,260,FluffyYoshi,"NO_SPEED_CHANGES, NO_TWIRLS, TRIPLET, SLOW"
SpiCA,JiNoAH,2,https://youtu.be/zIHMd3BKhaY, ,https://drive.google.com/file/d/1xpCbhDKsLi0R18WuMiCbcbabEq5pnZjA/view?usp=drivesdk,284,seeker,SLOW
필연,Tido Kang,2,https://youtu.be/0R5UHJdjAX8, ,https://drive.google.com/file/d/1xfAMPhzxWoYKo48sWfkmzE6vrN_nNTpX/view?usp=sharing,298,길냥,SLOW
Sunset,skymuted,2,https://youtu.be/8dn2nekv9kU,https://steamcommunity.com/sharedfiles/filedetails/?id=2835790899,https://drive.google.com/drive/folders/1Un1HtK2N6025eVHsZbd62LkMokfXspAt?usp=sharing,103,NfK,SLOW
Null Extended,theo5970,2,https://youtu.be/MCUZyT1Y6Kk, ,https://drive.google.com/file/d/1KeNVx7Z894bTTmcpUe8WD4WcpIfS7Doc/view?usp=sharing,286,Astral Overseer,SLOW
test,MGG Music,2,https://youtu.be/YJCHXsddPAM,https://steamcommunity.com/sharedfiles/filedetails/?id=2495312243,https://cdn.discordapp.com/attachments/675256851121831937/845903459747627038/test.zip,78,heezy,SLOW
Lullaby for only you,oSeann,2,https://youtu.be/tH7OV3JLjug, ,https://drive.google.com/file/d/1js8DZp3pWunz5VCA3l3GKwt1UcdwB11f/view?usp=sharing,230,seeker,SLOW
cable tie (exclusive demo 2020.october),linear ring,2,https://youtu.be/Tg64P9afGkY, ,https://cdn.discordapp.com/attachments/897881776574308444/910295180240883732/linear_ring_-_cable_tie.zip,177,Editor AlriC,"NO_TWIRLS, TRESILLO, SLOW"
Sakura,Riya,2,https://youtu.be/66q-Ipnv-f4, ,https://drive.google.com/file/d/1R-YIIV56Vb61tSPZb_UaYAjrD1zH8ooq/view?usp=sharing,234,Astral Overseer,"NO_TWIRLS, SLOW"
Hydra,F-777,2,https://youtu.be/IbRM1kmlBHU, ,https://drive.google.com/file/d/1BkLEwK3PE0FMcmYcZ2RjzKDCUv9wcDPR/view?usp=sharing,391,seeker (Orignal by XiZnYng),"TRESILLO, SLOW"
Intro,ARForest,2,https://youtu.be/7KdFKB4HsJQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2775031053,,115,디뮤직,
Sneaky Snitch,Kevin MacLeod,2,https://youtu.be/wNBCgL_ZTys,https://steamcommunity.com/sharedfiles/filedetails/?id=2580125473,https://drive.google.com/file/d/1XhvOvSg7G3wX4m1xkWEYMx7mVKpMVhiR/view?usp=sharing,260,FluffyYoshi,"NO_SPEED_CHANGES, NO_TWIRLS, TRIPLET, SLOW"
Sunset,skymuted,2,https://youtu.be/8dn2nekv9kU,https://steamcommunity.com/sharedfiles/filedetails/?id=2835790899,https://drive.google.com/drive/folders/1Un1HtK2N6025eVHsZbd62LkMokfXspAt?usp=sharing,103,NfK,SLOW
필연,Tido Kang,2,https://youtu.be/0R5UHJdjAX8, ,https://drive.google.com/file/d/1xfAMPhzxWoYKo48sWfkmzE6vrN_nNTpX/view?usp=sharing,298,길냥,SLOW
