title,artist,difficulty,youtube_url,workshop_url,download_url,tile_count,creator,tags
Plastic Heart,"Palami, Abel",17,https://youtu.be/i4QGDTPtMlE,,,1175,Editor AlriC,
777,RoughSketch,17,https://youtu.be/p0QimveSei8?si=apN_Poo3MSIx77ya,https://steamcommunity.com/sharedfiles/filedetails/?id=3547529749,,1046,Nephrolepis,EPILEPSY_WARNING
Triple Cross,HyuN,17,https://youtu.be/ZEibVvswXHc,https://steamcommunity.com/sharedfiles/filedetails/?id=2787781427,https://cdn.discordapp.com/attachments/943506302951391274/959496300083159131/triple_cross_2.zip,1873,"새제비, sPαLd","PSEUDO, GALLOP, MAGIC_SHAPE, EPILEPSY_WARNING"
Triple Cross,HyuN,17,https://youtu.be/ZEibVvswXHc,https://steamcommunity.com/sharedfiles/filedetails/?id=2787781427,https://cdn.discordapp.com/attachments/943506302951391274/959496300083159131/triple_cross_2.zip,1873,"새제비, sPαLd","PSEUDO, GALLOP, MAGIC_SHAPE, EPILEPSY_WARNING"
Melted Snow (8bit Ver.),Plum,17,https://www.youtube.com/watch?v=vQlNCHOAmos, ,https://drive.google.com/file/d/12VynSvVFjSgQO_2032kYubuA-JxUoW-F/view?usp=sharing,1030,마가맛낭,"PSEUDO, TRIPLET"
Light it up,かめりあ(Camellia),17,https://youtu.be/Xu-3XnRKcsk,https://steamcommunity.com/sharedfiles/filedetails/?id=2784301887,https://cdn.discordapp.com/attachments/675256851121831937/956881998637568030/Camellia_-_Light_it_up.zip,2650,Poodew,"PSEUDO, TRESILLO, LONG"
LOA2 (Nerfed),Se-U-Ra,17,https://youtu.be/hA_zWauPzkg, ,https://cdn.discordapp.com/attachments/760276593947705377/857603497239379978/LOA2_Nerfed.zip,1094,pinball,"PSEUDO, GALLOP"
"XO-EX One Forgotten Night (""But Not Lost"" edit)",Lesitia,17,https://youtu.be/w8OwvfeBeA4?si=oZN_FAXLnA1I3l0W&t=1488,https://steamcommunity.com/sharedfiles/filedetails/?id=2885180547,,930,"niAE, 굥욷, Binsgu",
Unity (Spotify Ver.),TheFatRat,17,https://youtu.be/Y7K617SOylE, ,https://cdn.discordapp.com/attachments/1033688668822573090/1033690566153740298/TheFatRat_-_Unity.zip,2383,뿌링클먹고싶다,
Treading An Effervescent Surface (Nerfed),BilliumMoto,17,https://youtu.be/6yc8oXcyGuY, ,https://cdn.discordapp.com/attachments/1014992066507456575/1032244014092660756/Treading_An_Effervescent_Surface_Nerfed.zip,1104,Wishtimes,
ひよっ子サンタと雪の街,ああああ,17,https://youtu.be/bNYzz584nqo?si=WaH_q1DM6C8-EcIJ&t=255,,,1427,"오이, Nephrolepis",
GHOST (2020 Halloween++++++++ VIP) (Easy）,かめりあ(Camellia),17,https://youtu.be/kFB40A9yAEU,https://steamcommunity.com/sharedfiles/filedetails/?id=2843297236,https://drive.google.com/drive/folders/1iku26AfvUT3r8hqx49xoykzA-7DhUuDW?usp=sharing,1889,Hexagram,"PSEUDO, TRIPLET, TRESILLO, LONG, DLC"
Soul Snatcher,Dex Arson,17,https://youtu.be/FBEzGXYGTI0,https://steamcommunity.com/sharedfiles/filedetails/?id=2623245425,https://drive.google.com/file/d/1SBLTTNcppuevEDWuPmXYfD6-hdomEaan/view?usp=sharing,1375,ShinJW,"PSEUDO, EPILEPSY_WARNING"
Infinity Heaven,HyuN,17,https://youtu.be/cX79OVNsMjw,https://steamcommunity.com/sharedfiles/filedetails/?id=2830607309,https://drive.google.com/file/d/163toZTl7e8tWruewfdjJPSo8vYluvcPP/view?usp=sharing,1681,CCNekona,"PSEUDO_P2, GALLOP, TRESILLO"
Fairytale,chitose,17,https://youtu.be/fxIow2H4nUM,https://steamcommunity.com/sharedfiles/filedetails/?id=2574639781,https://cdn.discordapp.com/attachments/823525828473913424/876061093338955776/Fairytale.zip,876,토트,"PSEUDO, EPILEPSY_WARNING, TRIPLET"
Second Revolution (More Nerfed),Cansol,17,https://youtu.be/I0k6f7GifsI, ,https://drive.google.com/file/d/1lBESSmFgGgFeYrN34gpoc_TbLVMtdjL8/view?usp=sharing,1356,pinball,"PSEUDO, TRIPLET, TRESILLO"
Emerald Wave,Plum,17,https://youtu.be/IZ_CI-RejiE,https://steamcommunity.com/sharedfiles/filedetails/?id=2847611349,https://drive.google.com/file/d/17O90cHICcBRi9zqd9hKrymh7I_pqigap/view?usp=sharing,2057,얼불토성,"PSEUDO, LONG"
Maelstrom,Plum,17,https://youtu.be/a0FZOx7XyYo,https://steamcommunity.com/sharedfiles/filedetails/?id=2846798062,https://drive.google.com/file/d/1s9-TEBCAme6iHsa0MMOOM7o2t-7kzp3V/view,1992,Peridot,"PSEUDO, GALLOP, EPILEPSY_WARNING, TRIPLET, TRESILLO, LONG"
Combat Field,Plum,17,https://youtu.be/LDEHcYIsimg,https://steamcommunity.com/sharedfiles/filedetails/?id=2589943740,https://drive.google.com/file/d/1gQ1rzepiKEeZ1EUGPMnhW9nDozfgzwg0/view?usp=sharing,1402,REGEN,"PSEUDO_P2, GALLOP, TRIPLET, TRESILLO"
DIGITAL:CANVAS,Plum,17,https://www.youtube.com/watch?v=UjjYjzLrJv8,,,1386,south234,EPILEPSY_WARNING
Heaven's Gateway,Kobaryo,17,https://youtu.be/BhAL_SsEWII?si=_WLRUZ6kOYYC7zUB,https://steamcommunity.com/sharedfiles/filedetails/?id=3377099851,,2029,"V0W4N, GamingGooseTV",EPILEPSY_WARNING
Nostalgia,Ssimille,17,https://www.youtube.com/watch?v=xhRsJBJiiWo&t,https://steamcommunity.com/sharedfiles/filedetails/?id=2627698903,https://drive.google.com/file/d/1o3Eo-ZLCkADnQEt3qvwkROzWt7v87qOX/view?usp=sharing,1145,Lupel_2,"PSEUDO, GALLOP, TRIPLET"
Triple cross (Dafikun & 똘복 remix),HyuN,17,https://youtu.be/jsaqHFKwG3U, ,https://cdn.discordapp.com/attachments/957622337837105184/974415722287628378/Triple_cross_Dafikun__remix.zip,2364,태영이,"PSEUDO, GALLOP"
Reverse,RoDy.cOde,17,https://youtu.be/bseOoH_8_DA,https://steamcommunity.com/sharedfiles/filedetails/?id=2370717066,https://cdn.discordapp.com/attachments/675256851121831937/802417631104729128/Reverse.zip,1451,Gyulparrow,"PSEUDO, GALLOP, TRIPLET, TRESILLO"
☆をかけるアドベンチャー ～ we are forever friends! ～,ああああ,17,https://youtu.be/JuXYgDANIY8, ,https://cdn.discordapp.com/attachments/763023483407958098/801512282366017576/We_are_forever_friends_fix.zip,1163,"바퀴, Nephrolepis","EPILEPSY_WARNING, TRIPLET, TRESILLO"
Timeline 8bit (Dafikun Remix),Dafikun(다피쿤),17,https://youtu.be/gPMAcZDqVPs, ,https://cdn.discordapp.com/attachments/760276593947705377/878830480307400734/Timeline_8bit_fix.zip,959,pinball,"PSEUDO_P2, GALLOP, TRIPLET"
Flow of emotion,[BEKAIN][배카인],17,https://youtu.be/Wg-65ndI_1I, ,https://drive.google.com/file/d/1vf5DfMqCIhyWF9VSWzYjH25R9Pi4ns7m/view?usp=sharing,842,NfK,"PSEUDO_P2, GALLOP, MAGIC_SHAPE, SPEED_CHANGES"
Pixel Peeker Polka - faster,Kevin MacLeod,17,https://youtu.be/rypJuVM6rQU,https://steamcommunity.com/sharedfiles/filedetails/?id=2867401054,https://cdn.discordapp.com/attachments/902364357839691798/1049284079180320778/PPP-f.zip,2527,"HYONSU, 새제비",
ゆらゆらLovelight (Short),linear ring,17,https://youtu.be/crYg1sq8JIo,https://steamcommunity.com/sharedfiles/filedetails/?id=2615940105,https://cdn.discordapp.com/attachments/675256851121831937/893426940042682378/linear_ring_-_Lovelight.zip,1746,Editor AlriC,"PSEUDO, GALLOP, EPILEPSY_WARNING, TRESILLO"
Overflowing Power,69 de 74,17,https://youtu.be/waVaX9fUwxw,https://steamcommunity.com/sharedfiles/filedetails/?id=2656894245,https://cdn.discordapp.com/attachments/798722870318465097/918773856175538236/Overflowing_Power.zip,1104,REGEN,"PSEUDO, GALLOP, EPILEPSY_WARNING, TRESILLO"
Tempest,Plum,17,https://youtu.be/Qk8IHzmLgmw,https://steamcommunity.com/sharedfiles/filedetails/?id=2844404190&searchtext=tempest,https://cdn.discordapp.com/attachments/990164412025405460/1004892968945188885/2_2.zip,1490,Tanaria,"PSEUDO, MAGIC_SHAPE"
dreamless wanderer,かめりあ(Camellia),17,https://www.youtube.com/watch?v=8jBipuGFfxI, ,https://cdn.discordapp.com/attachments/674252951124181012/839167182809858048/dreamless_wanderer.zip,1929,헤르니,"PSEUDO_P2, EPILEPSY_WARNING, TRIPLET, LONG"
This Future (we didn't expect),かめりあ,17,https://www.youtube.com/watch?v=MGatXEGEmQ0,,,1495,"쇼핑잉, Editor AlriC, hotduck",
Dirty Fascination,t+pazolite,17,https://youtu.be/5cnQwT64XRs?t=292, ,https://cdn.discordapp.com/attachments/944542863188975707/965914637147205693/09._Dirty_Fascination.zip,2650,"yyy123454321, Nickname","PSEUDO, TRIPLET, TRESILLO, LONG"
wholeheartedly,siqlo,17,https://www.youtube.com/watch?v=MLV6cqG362Q, ,https://drive.google.com/file/d/1qCPh26fe5mDLLL1BsB1BR2OXyKz-CB1_/view,964,"숭늉, 길냥",PSEUDO
My Piano Is Escaping,Plum,17,https://youtu.be/xgHasoOfZfA,https://steamcommunity.com/sharedfiles/filedetails/?id=2544847270,https://drive.google.com/file/d/1xKXCxYzbpBrez_QUH9Fr4Xl1IfJEUheJ/view,1514,거신_Kushin,"PSEUDO, TRIPLET"
Dreamy Express,surk,17,https://youtu.be/PipeoPrxKec, ,https://drive.google.com/file/d/1xMXlzy-Z3boNyNzTQRw0x7egoiCKW-_O/view?usp=sharing,803,kmb2770,"PSEUDO, TRIPLET, TRESILLO"
Mad Piano Party ll,Plum,17,https://youtu.be/cj8wwU-rMio, ,https://cdn.discordapp.com/attachments/675256851121831937/762485378589523978/Mad_Piano_Party_2.zip,1359,wowow,"PSEUDO, GALLOP, TRIPLET"
Liftoff,Tanger,17,https://youtu.be/YNS5GOTgC_0,https://steamcommunity.com/sharedfiles/filedetails/?id=2837240641,https://drive.google.com/file/d/16sXsflxHhb-IuNsFkLFiHAwKUbGUYnz7/view?usp=share_link,1781,叁月mA7cH_,EPILEPSY_WARNING
Upload Your Mind :: Download My Soul,かめりあ(Camellia),17,https://youtu.be/8owoaJ74Wvs, ,https://cdn.discordapp.com/attachments/669483605906685963/786115470734000148/Camellia_-_Upload_Your_Mind_Download_My_Soul.zip,958,XiZnYng,"GALLOP, EPILEPSY_WARNING, TRESILLO"
Rule Breaker,RoDy.cOde,17,https://youtu.be/3t5eMe8QNts, ,https://drive.google.com/file/d/1EyA6Jk6cmZ8o4QoNjlmPwUQsU1e5WXmF/view?usp=sharing,1432,seeker,"PSEUDO, GALLOP, MAGIC_SHAPE"
Angel's Salad,katagiri,17,https://www.youtube.com/watch?v=SXTmhePOvu8, ,https://cdn.discordapp.com/attachments/675256851121831937/836276983028777010/katagiri_-_Angels_Salad.zip,929,Orandi,"GALLOP, TRIPLET, POLYRHYTHM, TRESILLO, FUNKY_BEAT"
THE EARTH,II-L,17,https://www.youtube.com/watch?v=xUVRFMp1irw,https://steamcommunity.com/sharedfiles/filedetails/?id=3429905599,,735,"Nephrolepis, 다밍",
comet casting capsule,kanemiko,17,https://youtu.be/qcHqG-zGT6Q?si=Nt1oFd-Hf7zy4Ly-,,,1334,Nephrolepis,
Kaleidoscope,Plum,17,https://youtu.be/WxgSXd5YrEU,https://steamcommunity.com/sharedfiles/filedetails/?id=2651752772,https://drive.google.com/file/d/1uIpSFEzlnMrgWqGcsP3fiS7LGFMmW2_8/view?usp=sharing,1975,워누,"PSEUDO_P2, GALLOP, EPILEPSY_WARNING, TRESILLO"
Sugery Sweets (feat. 小宮真央),t+pazolite,17,https://youtu.be/5cnQwT64XRs?t=82, ,https://cdn.discordapp.com/attachments/944542863188975707/965914636639678464/08._Sugery_Sweets.zip,1569,"지네고, 한가지","PSEUDO, GALLOP, EPILEPSY_WARNING, TRIPLET"
Beyond the Geostationary Orbit Level (Short),かめりあ(Camellia),17,https://youtu.be/WXeqOLhtcU0,https://steamcommunity.com/sharedfiles/filedetails/?id=2708672154,https://cdn.discordapp.com/attachments/798722870318465097/928459113225146398/Beyond_The_Geostationary_Orbit_Level_short.zip,1420,REGEN,"PSEUDO_P2, TRESILLO"
Fever Time,"Plum, Neple",17,https://youtu.be/iXKJkg66P_8, ,https://drive.google.com/file/d/1rJsNHCopitOET6BCG3xyr3qntm74audh/view?usp=sharing,885,kmb2770,"TRIPLET, TRESILLO"
Naughty Fairy,Plum,17,https://youtu.be/11RVO0EVYqA?si=i5Wr0lCFM4-Vonpd,https://steamcommunity.com/sharedfiles/filedetails/?id=3533075403,,1317,고뭉,DLC
Beyond,Zeroth,17,https://youtu.be/egKUn7eWZb8, ,https://drive.google.com/file/d/1DTWMal5t71HzXTsDtbunFrrMNKvIWx63/view?usp=sharing,2136,Vertexure,EPILEPSY_WARNING
Angelic layer,SHIKI,17,https://www.youtube.com/watch?v=XZrOXzqBgV8,https://steamcommunity.com/sharedfiles/filedetails/?id=2984717688,,1639,rKizCora/Team P.A.L.,EPILEPSY_WARNING
Marble,t+pazolite,17,https://www.youtube.com/watch?v=qsIASpfiCEI, ,https://drive.google.com/file/d/12uXnWNWHL1GpivM9WTV59B1xG7dUZ-NE/view,1700,Yoonmosee,"PSEUDO, GALLOP, EPILEPSY_WARNING, TRIPLET, POLYRHYTHM, FUNKY_BEAT"
200cc (200BPM Version),Tanger,17,https://youtu.be/3VKSkaU8L84,https://steamcommunity.com/sharedfiles/filedetails/?id=2796686996,https://drive.google.com/file/d/1Y_ogMv5oU3jb6Kgp2AzkC3unTcUi9vWy/view?usp=sharing,1469,Irin,"PSEUDO, TRESILLO"
eden (feat. 高城みよ),Kurokotei (黒皇帝),17,https://youtu.be/BZayNcNymRg,https://steamcommunity.com/sharedfiles/filedetails/?id=3467358312,,1164,★MOON★,EPILEPSY_WARNING
SUDDEN LUCIDITY,Tanger,17,https://www.youtube.com/watch?v=Pi8SBtxwjXk,https://steamcommunity.com/sharedfiles/filedetails/?id=2795019243,https://drive.google.com/file/d/1oyoCZPt336uDYSIFuccftp_l1GUCKpLM/view?usp=sharing,1716,CausticLime,EPILEPSY_WARNING
Shining Sprinter,Megawolf77,17,https://youtu.be/rOkZ28vT90k,https://steamcommunity.com/sharedfiles/filedetails/?id=2487900796,https://drive.google.com/uc?export=download&id=1bU8nnuGVyA1UjhK_qoeCpHN1zz9iYurS,799,FluffyYoshi,"PSEUDO, GALLOP"
B L A C K - R A Y,かめりあ(Camellia),17,https://youtu.be/arMF8D7Xe9U, ,https://cdn.discordapp.com/attachments/913710827293532200/961772245108260865/Camellia_-_B_L_A_C_K_-_R_A_Y_short.zip,849,"Lemon1415, Pharah","PSEUDO, GALLOP, TRIPLET, FUNKY_BEAT, SPEED_CHANGES"
Options (ex),Frums,17,https://www.youtube.com/watch?v=ctw0qPDfPbQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2568145518,https://drive.google.com/file/d/1PxYb0-umN9rri6lXv5QFj__Bwag9NE4j/view,2020,틱오,"PSEUDO, GALLOP, EPILEPSY_WARNING, POLYRHYTHM, FUNKY_BEAT, LONG"
One Way Street(”Endless” Long Ver.),siqlo,17,https://www.youtube.com/watch?v=JHftG6IEoz8,,,1718,"Pharah, ChyaRyam, Editor AlriC, 연석이2",EPILEPSY_WARNING
Dead Master,Neutral Moon,17,https://www.youtube.com/watch?v=EoGTb79Cn9E,https://steamcommunity.com/sharedfiles/filedetails/?id=2723803780,https://drive.google.com/file/d/11GvYkPDbS3ciTIE5b3DLszDhQs0nkfbK/view?usp=sharing,1099,rKizCora/Team P.A.L.,"PSEUDO, EPILEPSY_WARNING, TRESILLO"
conflict,siromaru + cranky,17,https://youtu.be/0NJr0FKSlgU, ,https://drive.google.com/file/d/1weYI9D1hrXWKx17TJJLCVQseYDcgJgiE/view?usp=sharing,1156,Irin,"PSEUDO, GALLOP, EPILEPSY_WARNING"
r e s t o r a t i o n,5dmilk,17,https://youtu.be/O538iAcpSiQ, ,https://drive.google.com/file/d/1VHDU1zbwgV8sAJFGuDSkfWeQDy1k9r6L/view?usp=sharing,1383,NfK,"PSEUDO, GALLOP, MAGIC_SHAPE, TRIPLET, SPEED_CHANGES"
200cc (200BPM Version),Tanger,17,https://www.youtube.com/watch?v=ePhN8Dn_FXg,https://steamcommunity.com/sharedfiles/filedetails/?id=2778910543&searchtext=200cc,https://drive.google.com/file/d/1H77v4QguJrqTANkBjosB3JwmVHmg2XkR/view?usp=sharing,1569,Arsenic,"PSEUDO_P2, TRESILLO"
Xhanatos,Halv,17,https://www.youtube.com/watch?v=Xm2BF-tx4tM, ,https://cdn.discordapp.com/attachments/819216917129986099/870297576119865404/Xhanatos.zip,1739,PyHoK,"PSEUDO, GALLOP, MAGIC_SHAPE, TRIPLET"
Rule Breaker,RoDy.cOde,17,https://youtu.be/3t5eMe8QNts, ,https://drive.google.com/file/d/1EyA6Jk6cmZ8o4QoNjlmPwUQsU1e5WXmF/view?usp=sharing,1432,seeker,"PSEUDO, GALLOP, MAGIC_SHAPE"
carnation,ああああ,17,https://youtu.be/s2EQafHuMe0, ,https://cdn.discordapp.com/attachments/675256851121831937/817829188853039164/AAAA_-_carnation.zip,1143,겨자,"PSEUDO, TRIPLET, FUNKY_BEAT, LONG"
Problematic,Rukkus,17,https://youtu.be/TY9Nj7eoHKs, ,https://drive.google.com/uc?export=download&id=1ZrCu4RmzdT7tx2xak8yrqzmh72JtJvtl,955,79brue,"PSEUDO, MAGIC_SHAPE"
Forest of Clock,ARForest,17,https://youtu.be/BJ_wr9-MCRg, ,https://drive.google.com/file/d/1H7fhjGtgvlrbo8LaJmeYRbtjLyHBYnzA/view,1075,Andygames,"PSEUDO, GALLOP, TRIPLET, POLYRHYTHM, FUNKY_BEAT"
Shiver,False Noise,17,https://youtu.be/DzsMoNI9uzc, ,https://drive.google.com/file/d/17DkaYmbOr74YK3IPwlbrG8uTyMlpDL3U/view?usp=sharing,1146,PLORALD,"PSEUDO, GALLOP, TRIPLET, FUNKY_BEAT, LONG"
AnceantRawLats,seatrus,17,https://www.youtube.com/watch?v=4lryQG7Sv_8,,,1393,연석이2,
Rainy Gate,E0ri4,17,https://youtu.be/_EpwDkrk63w, ,https://drive.google.com/file/d/1m-r713QrAjtPJnYJOhR5iEk0RlUSmFWF,1198,Ryuha,"PSEUDO, MAGIC_SHAPE, EPILEPSY_WARNING, TRESILLO"
GHOST (2020 Halloween++++++++ VIP) (Easy）,かめりあ(Camellia),17,https://youtu.be/kFB40A9yAEU,https://steamcommunity.com/sharedfiles/filedetails/?id=2843297236,https://drive.google.com/drive/folders/1iku26AfvUT3r8hqx49xoykzA-7DhUuDW?usp=sharing,1889,Hexagram,"PSEUDO, TRIPLET, TRESILLO, LONG, DLC"
Final Phase,Plum,17,https://www.youtube.com/watch?v=PX9J8tKLv7A,.,https://drive.google.com/file/d/1HQcDs8vMJfsNhJOJe9w2buWhmHQPSLLa/view?usp=sharing,1295,청월케이,"PSEUDO_P2, GALLOP, EPILEPSY_WARNING, TRIPLET, TRESILLO"
Bass Slut,S3RL,17,https://www.youtube.com/watch?v=UwOZ-0xMoGg, ,https://cdn.discordapp.com/attachments/699648315037450321/757162156767838258/S3RL_-_Bass_Slut.zip,1267,"토끼로봇, 멍묘","PSEUDO, GALLOP"
Combat Field,Plum,17,https://youtu.be/LDEHcYIsimg,https://steamcommunity.com/sharedfiles/filedetails/?id=2589943740,https://drive.google.com/file/d/1gQ1rzepiKEeZ1EUGPMnhW9nDozfgzwg0/view?usp=sharing,1402,REGEN,"PSEUDO_P2, GALLOP, TRIPLET, TRESILLO"
comet casting capsule,kanemiko,17,https://youtu.be/qcHqG-zGT6Q?si=Nt1oFd-Hf7zy4Ly-,,,1334,Nephrolepis,
crystallized,かめりあ(Camellia),17,https://youtu.be/C003R7KwE4k, ,https://drive.google.com/file/d/1r9O5p1QgjGXDOuwGUzXs-ksqAHGbPh_m/view?usp=sharing,1846,박판다,"PSEUDO, EPILEPSY_WARNING, TRIPLET, LONG"
Angelic layer,SHIKI,17,https://www.youtube.com/watch?v=XZrOXzqBgV8,https://steamcommunity.com/sharedfiles/filedetails/?id=2984717688,,1639,rKizCora/Team P.A.L.,EPILEPSY_WARNING
Disaster,uynet,17,https://www.youtube.com/watch?v=lc8Au_MnGec,https://steamcommunity.com/sharedfiles/filedetails/?id=2906103902,,2155,FluffyYoshi,
This Future (we didn't expect),かめりあ,17,https://www.youtube.com/watch?v=MGatXEGEmQ0,,,1495,"쇼핑잉, Editor AlriC, hotduck",
Melted Snow 8Bit,Plum,17,https://www.youtube.com/watch?v=ffaE9gJRg4g,https://steamcommunity.com/sharedfiles/filedetails/?id=2819965206,https://drive.google.com/file/d/1_FGIvnCcSxPnztrsGB_ldKJ8i8faHcdz/view?usp=sharing,905,"/마시안, Nyankokim_","PSEUDO, TRIPLET, POLYRHYTHM"
DIGITAL:CANVAS,Plum,17,https://youtu.be/r9wlcu3leYg,https://steamcommunity.com/sharedfiles/filedetails/?id=2649222588,https://drive.google.com/file/d/1dT5SAdfOCo6hdDLcZJDcN4K2Kll16WL6/view?usp=sharing,1148,Irin,"PSEUDO, GALLOP, TRIPLET"
Go off the Vapor,MYUKKE.,17,https://youtu.be/2A-RO07NSs4,https://steamcommunity.com/sharedfiles/filedetails/?id=3379715597,,1404,"HYONSU, Editor AlriC",
Get Dat,Righten,17,https://www.youtube.com/watch?v=USQuRrmbhp8,,,1897,새제비,
Chaotic Heart(ฅ•ω•ฅ) (Remake),Halv,17,https://youtu.be/Rw7ahpvIpBw,https://steamcommunity.com/sharedfiles/filedetails/?id=2790214033,https://cdn.discordapp.com/attachments/943506302951391274/1058918093843333200/Chaotic_Heart_Remake.zip,1214,"새제비, sPαLd, 시온",
Prime,Pokkun,17,https://youtu.be/_NuFxbK1tsc,https://steamcommunity.com//workshop/browse?appid=977950,https://drive.google.com/file/d/1UwuS72bmxLbsGj-N2bcLsRsJvcqweDpC/view?usp=sharing,1022,vkzm,"PSEUDO, GALLOP, TRIPLET"
Adrenaline,Sharks,17,https://youtu.be/D2JQcaksvmA, ,https://cdn.discordapp.com/attachments/851268354987130890/919461035541418014/Sharks_-_Adrenaline.zip,1765,PyHoK,"PSEUDO, MAGIC_SHAPE, TRESILLO, LONG"
 Guardian Of The Former Seas,DM DOKURO,17,https://youtu.be/d1SoPsjJoQY, ,https://drive.google.com/file/d/16F1Wd_Je59Cd4XZJ6S6ifPmZynq--_gK/view?usp=sharing,1149,Ra리안,"PSEUDO, GALLOP, TRIPLET, TRESILLO"
Melted Snow (8bit Ver.),Plum,17,https://www.youtube.com/watch?v=vQlNCHOAmos, ,https://drive.google.com/file/d/12VynSvVFjSgQO_2032kYubuA-JxUoW-F/view?usp=sharing,1030,마가맛낭,"PSEUDO, TRIPLET"
Naughty Fairy,Plum,17,https://youtu.be/11RVO0EVYqA?si=i5Wr0lCFM4-Vonpd,https://steamcommunity.com/sharedfiles/filedetails/?id=3533075403,,1317,고뭉,DLC
Who's Not In Paris (Short),Tanger,17,https://youtu.be/NkUOX8AmCLM, ,https://cdn.discordapp.com/attachments/869553576110870548/911039689379700736/Tanger_-_Whos_Not_In_Paris_Short.zip,671,챠럄(ChyaRyam),"PSEUDO, GALLOP, EPILEPSY_WARNING, SWING, TRESILLO, FUNKY_BEAT"
ひよっ子サンタと雪の街,ああああ,17,https://youtu.be/bNYzz584nqo?si=WaH_q1DM6C8-EcIJ&t=255,,,1427,"오이, Nephrolepis",
Ring​-​ling✼tra​-​la,ああああ,17,https://youtu.be/WaAxo7rlQo8, ,https://cdn.discordapp.com/attachments/827110795442782228/986038420084228137/-_Ring-lingtra-la.zip,1151,연석이2,"PSEUDO, TRIPLET, SWING, DLC"
Combat Field,Plum,17,https://www.youtube.com/watch?v=1uw5X8swsg0, ,https://cdn.discordapp.com/attachments/742789455726903338/751001449013706813/Combat_Field_-_Plum.zip,1221,ddarbdderb,"PSEUDO, TRIPLET, TRESILLO"
Marble,t+pazolite,17,https://www.youtube.com/watch?v=qsIASpfiCEI, ,https://drive.google.com/file/d/12uXnWNWHL1GpivM9WTV59B1xG7dUZ-NE/view,1700,Yoonmosee,"PSEUDO, GALLOP, EPILEPSY_WARNING, TRIPLET, POLYRHYTHM, FUNKY_BEAT"
RTTR,69 de 74,17,https://youtu.be/vQRWgP3BBFo, ,https://cdn.discordapp.com/attachments/864779690325966881/932960755588931624/RTTR.zip,1413,빵속에건포도,"PSEUDO, GALLOP, TRIPLET"
初音ミクの激唱,cosMo＠暴走P,17,https://youtu.be/To9Ig5lBoZE, ,https://drive.google.com/file/d/1YUovDLaqGQP6VuvTw3Xl2h8Q2sSHeDqc/view?usp=sharing,2070,Rimz,EPILEPSY_WARNING
Maelstrom,Plum,17,https://youtu.be/RMHHmNa09XQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2629069486,https://cdn.discordapp.com/attachments/921393227947442210/955102327860244520/Plum_-_Maelstromfinal_3.zip,1864,당근,"PSEUDO_P2, EPILEPSY_WARNING, TRIPLET, TRESILLO, SUDDEN_ACCELERATION, LONG"
Mutant Butterfly,GLDO,17,https://youtu.be/zi3RFqqIjlU?si=g-dPqgOQMDWxllVF,,,1679,무썸네일러,
Wings,Halv,17,https://youtu.be/L4y_AGl5elI,https://steamcommunity.com/sharedfiles/filedetails/?id=2812838585,https://drive.google.com/file/d/1S2cFwhnXsyCuQd8K1_HWKbzEyqqlHRwf/view,1187,"수론잉, 공구함","PSEUDO, TRIPLET"
Katastrophē,Daru,17,https://www.youtube.com/watch?v=DRNoXJJ1218, ,https://cdn.discordapp.com/attachments/798722870318465097/904719066843987988/katastrophe_fix.zip,881,REGEN,"PSEUDO, TRIPLET, POLYRHYTHM, TRESILLO"
Pixel Candy (Extended Version),Cinamoro,17,https://youtu.be/1FoU_RktLwM, ,https://drive.google.com/file/d/1vc27uLu-mQD__nftlKSpsDggLMsUp-BU/view?usp=sharing,2174,kmb2770,"PSEUDO, GALLOP, MAGIC_SHAPE, TRIPLET, LONG"
Flow of emotion,[BEKAIN][배카인],17,https://youtu.be/Wg-65ndI_1I, ,https://drive.google.com/file/d/1vf5DfMqCIhyWF9VSWzYjH25R9Pi4ns7m/view?usp=sharing,842,NfK,"PSEUDO_P2, GALLOP, MAGIC_SHAPE, SPEED_CHANGES"
Maelstrom,Plum,17,https://youtu.be/RMHHmNa09XQ,https://steamcommunity.com/sharedfiles/filedetails/?id=2629069486,https://cdn.discordapp.com/attachments/921393227947442210/955102327860244520/Plum_-_Maelstromfinal_3.zip,1864,당근,"PSEUDO_P2, EPILEPSY_WARNING, TRIPLET, TRESILLO, SUDDEN_ACCELERATION, LONG"
Mutant Butterfly,GLDO,17,https://youtu.be/zi3RFqqIjlU?si=g-dPqgOQMDWxllVF,,,1679,무썸네일러,
Wings,Halv,17,https://youtu.be/L4y_AGl5elI,https://steamcommunity.com/sharedfiles/filedetails/?id=2812838585,https://drive.google.com/file/d/1S2cFwhnXsyCuQd8K1_HWKbzEyqqlHRwf/view,1187,"수론잉, 공구함","PSEUDO, TRIPLET"
Katastrophē,Daru,17,https://www.youtube.com/watch?v=DRNoXJJ1218, ,https://cdn.discordapp.com/attachments/798722870318465097/904719066843987988/katastrophe_fix.zip,881,REGEN,"PSEUDO, TRIPLET, POLYRHYTHM, TRESILLO"
